Season,Home Team,Away Team,Home Team Goals,Away Team Goals,Score,Winner,Loser
2000/01,Marseille,Metz,4,1,5,Marseille,Metz
2000/01,Guingamp,Bastia,1,0,1,Guingamp,Bastia
2000/01,Lens,St Etienne,0,0,0,Draw,Draw
2000/01,Lyon,Lille,0,1,1,Lille,Lyon
2000/01,Monaco,Paris SG,2,0,2,Monaco,Paris SG
2000/01,Nantes,Troyes,4,0,4,Nantes,Troyes
2000/01,Toulouse,Sedan,2,0,2,Toulouse,Sedan
2000/01,Auxerre,Strasbourg,1,2,3,Strasbourg,Auxerre
2000/01,Bordeaux,Rennes,3,0,3,Bordeaux,Rennes
2000/01,Bastia,Marseille,3,0,3,Bastia,Marseille
2000/01,Lens,Monaco,4,3,7,Lens,Monaco
2000/01,Metz,Toulouse,1,1,2,Draw,Draw
2000/01,Rennes,Auxerre,0,1,1,Auxerre,Rennes
2000/01,Strasbourg,Lyon,0,3,3,Lyon,Strasbourg
2000/01,Troyes,Guingamp,0,1,1,Guingamp,Troyes
2000/01,Sedan,Bordeaux,0,0,0,Draw,Draw
2000/01,St Etienne,Nantes,0,2,2,Nantes,St Etienne
2000/01,Guingamp,Lens,0,1,1,Lens,Guingamp
2000/01,Paris SG,Rennes,0,1,1,Rennes,Paris SG
2000/01,Auxerre,Metz,1,0,1,Auxerre,Metz
2000/01,Bordeaux,Bastia,0,0,0,Draw,Draw
2000/01,Lille,Strasbourg,1,1,2,Draw,Draw
2000/01,Lyon,Sedan,2,2,4,Draw,Draw
2000/01,Marseille,St Etienne,2,1,3,Marseille,St Etienne
2000/01,Nantes,Monaco,3,1,4,Nantes,Monaco
2000/01,Toulouse,Troyes,2,1,3,Toulouse,Troyes
2000/01,Bastia,Auxerre,3,1,4,Bastia,Auxerre
2000/01,Metz,Lyon,0,0,0,Draw,Draw
2000/01,Monaco,Strasbourg,1,0,1,Monaco,Strasbourg
2000/01,Nantes,Guingamp,2,1,3,Nantes,Guingamp
2000/01,Rennes,Lille,2,0,2,Rennes,Lille
2000/01,Sedan,Paris SG,5,1,6,Sedan,Paris SG
2000/01,St Etienne,Toulouse,1,0,1,St Etienne,Toulouse
2000/01,Troyes,Bordeaux,1,0,1,Troyes,Bordeaux
2000/01,Lens,Marseille,1,0,1,Lens,Marseille
2000/01,Auxerre,Troyes,2,2,4,Draw,Draw
2000/01,Guingamp,Monaco,2,2,4,Draw,Draw
2000/01,Lille,Sedan,2,0,2,Lille,Sedan
2000/01,Lyon,Bastia,1,0,1,Lyon,Bastia
2000/01,Paris SG,Metz,1,0,1,Paris SG,Metz
2000/01,Strasbourg,Rennes,1,1,2,Draw,Draw
2000/01,Toulouse,Lens,1,0,1,Toulouse,Lens
2000/01,Bordeaux,St Etienne,2,1,3,Bordeaux,St Etienne
2000/01,Marseille,Nantes,2,0,2,Marseille,Nantes
2000/01,Bastia,Nantes,3,1,4,Bastia,Nantes
2000/01,Lille,Paris SG,2,0,2,Lille,Paris SG
2000/01,Lyon,Toulouse,4,1,5,Lyon,Toulouse
2000/01,Guingamp,Marseille,1,0,1,Guingamp,Marseille
2000/01,Lens,Bordeaux,2,2,4,Draw,Draw
2000/01,Metz,Lille,1,1,2,Draw,Draw
2000/01,Monaco,Rennes,1,2,3,Rennes,Monaco
2000/01,Sedan,Strasbourg,1,0,1,Sedan,Strasbourg
2000/01,St Etienne,Auxerre,2,0,2,St Etienne,Auxerre
2000/01,Troyes,Lyon,1,0,1,Troyes,Lyon
2000/01,Bastia,Paris SG,1,1,2,Draw,Draw
2000/01,Nantes,Toulouse,3,2,5,Nantes,Toulouse
2000/01,Marseille,Monaco,2,1,3,Marseille,Monaco
2000/01,Auxerre,Lens,3,2,5,Auxerre,Lens
2000/01,Bordeaux,Nantes,0,2,2,Nantes,Bordeaux
2000/01,Lille,Bastia,1,0,1,Lille,Bastia
2000/01,Lyon,St Etienne,2,1,3,Lyon,St Etienne
2000/01,Paris SG,Troyes,0,0,0,Draw,Draw
2000/01,Rennes,Sedan,2,0,2,Rennes,Sedan
2000/01,Toulouse,Guingamp,1,1,2,Draw,Draw
2000/01,Lens,Lyon,0,0,0,Draw,Draw
2000/01,Bastia,Strasbourg,3,1,4,Bastia,Strasbourg
2000/01,Guingamp,Bordeaux,1,1,2,Draw,Draw
2000/01,Marseille,Toulouse,1,1,2,Draw,Draw
2000/01,Metz,Rennes,2,2,4,Draw,Draw
2000/01,Monaco,Sedan,1,0,1,Monaco,Sedan
2000/01,Nantes,Auxerre,1,1,2,Draw,Draw
2000/01,St Etienne,Paris SG,1,0,1,St Etienne,Paris SG
2000/01,Troyes,Lille,2,1,3,Troyes,Lille
2000/01,Bordeaux,Marseille,3,0,3,Bordeaux,Marseille
2000/01,Auxerre,Guingamp,1,1,2,Draw,Draw
2000/01,Lille,St Etienne,4,1,5,Lille,St Etienne
2000/01,Lyon,Nantes,3,1,4,Lyon,Nantes
2000/01,Paris SG,Lens,1,0,1,Paris SG,Lens
2000/01,Rennes,Bastia,1,2,3,Bastia,Rennes
2000/01,Sedan,Metz,0,0,0,Draw,Draw
2000/01,Strasbourg,Troyes,3,3,6,Draw,Draw
2000/01,Toulouse,Monaco,2,1,3,Toulouse,Monaco
2000/01,Bastia,Sedan,0,1,1,Sedan,Bastia
2000/01,Guingamp,Lyon,2,3,5,Lyon,Guingamp
2000/01,Marseille,Auxerre,0,1,1,Auxerre,Marseille
2000/01,Monaco,Metz,6,1,7,Monaco,Metz
2000/01,Nantes,Paris SG,1,0,1,Nantes,Paris SG
2000/01,St Etienne,Strasbourg,3,3,6,Draw,Draw
2000/01,Toulouse,Bordeaux,1,1,2,Draw,Draw
2000/01,Lens,Lille,0,1,1,Lille,Lens
2000/01,Lyon,Marseille,1,1,2,Draw,Draw
2000/01,Rennes,St Etienne,3,0,3,Rennes,St Etienne
2000/01,Auxerre,Toulouse,2,0,2,Auxerre,Toulouse
2000/01,Bordeaux,Monaco,2,1,3,Bordeaux,Monaco
2000/01,Lille,Nantes,1,1,2,Draw,Draw
2000/01,Metz,Bastia,3,2,5,Metz,Bastia
2000/01,Paris SG,Guingamp,1,3,4,Guingamp,Paris SG
2000/01,Sedan,Troyes,2,1,3,Sedan,Troyes
2000/01,Strasbourg,Lens,1,0,1,Strasbourg,Lens
2000/01,Guingamp,Lille,0,1,1,Lille,Guingamp
2000/01,Lens,Rennes,1,2,3,Rennes,Lens
2000/01,Marseille,Paris SG,1,0,1,Marseille,Paris SG
2000/01,Monaco,Bastia,2,1,3,Monaco,Bastia
2000/01,St Etienne,Sedan,0,2,2,Sedan,St Etienne
2000/01,Toulouse,Lyon,1,1,2,Draw,Draw
2000/01,Troyes,Metz,3,2,5,Troyes,Metz
2000/01,Bordeaux,Auxerre,1,0,1,Bordeaux,Auxerre
2000/01,Nantes,Strasbourg,1,0,1,Nantes,Strasbourg
2000/01,Troyes,Rennes,3,1,4,Troyes,Rennes
2000/01,Auxerre,Monaco,1,0,1,Auxerre,Monaco
2000/01,Bastia,Troyes,2,2,4,Draw,Draw
2000/01,Lille,Marseille,1,0,1,Lille,Marseille
2000/01,Lyon,Bordeaux,2,1,3,Lyon,Bordeaux
2000/01,Metz,St Etienne,3,0,3,Metz,St Etienne
2000/01,Paris SG,Toulouse,3,0,3,Paris SG,Toulouse
2000/01,Sedan,Lens,2,2,4,Draw,Draw
2000/01,Strasbourg,Guingamp,0,1,1,Guingamp,Strasbourg
2000/01,Rennes,Nantes,0,2,2,Nantes,Rennes
2000/01,Auxerre,Lyon,0,3,3,Lyon,Auxerre
2000/01,Guingamp,Rennes,1,6,7,Rennes,Guingamp
2000/01,Lens,Metz,1,1,2,Draw,Draw
2000/01,Marseille,Strasbourg,0,0,0,Draw,Draw
2000/01,Monaco,Troyes,4,3,7,Monaco,Troyes
2000/01,Nantes,Sedan,4,1,5,Nantes,Sedan
2000/01,St Etienne,Bastia,2,1,3,St Etienne,Bastia
2000/01,Toulouse,Lille,0,2,2,Lille,Toulouse
2000/01,Bordeaux,Paris SG,2,0,2,Bordeaux,Paris SG
2000/01,Lille,Bordeaux,2,2,4,Draw,Draw
2000/01,Bastia,Lens,1,3,4,Lens,Bastia
2000/01,Lyon,Monaco,2,1,3,Lyon,Monaco
2000/01,Metz,Nantes,1,2,3,Nantes,Metz
2000/01,Paris SG,Auxerre,3,0,3,Paris SG,Auxerre
2000/01,Rennes,Marseille,2,0,2,Rennes,Marseille
2000/01,Sedan,Guingamp,2,2,4,Draw,Draw
2000/01,Strasbourg,Toulouse,1,0,1,Strasbourg,Toulouse
2000/01,Troyes,St Etienne,0,0,0,Draw,Draw
2000/01,Strasbourg,Metz,0,1,1,Metz,Strasbourg
2000/01,Auxerre,Lille,1,1,2,Draw,Draw
2000/01,Bordeaux,Strasbourg,2,1,3,Bordeaux,Strasbourg
2000/01,Guingamp,Metz,1,3,4,Metz,Guingamp
2000/01,Marseille,Sedan,2,1,3,Marseille,Sedan
2000/01,Monaco,St Etienne,5,3,8,Monaco,St Etienne
2000/01,Nantes,Bastia,1,0,1,Nantes,Bastia
2000/01,Toulouse,Rennes,2,0,2,Toulouse,Rennes
2000/01,Lyon,Paris SG,2,0,2,Lyon,Paris SG
2000/01,Bastia,Guingamp,2,0,2,Bastia,Guingamp
2000/01,Lille,Lyon,1,2,3,Lyon,Lille
2000/01,Metz,Marseille,1,0,1,Metz,Marseille
2000/01,Paris SG,Monaco,1,1,2,Draw,Draw
2000/01,Rennes,Bordeaux,1,2,3,Bordeaux,Rennes
2000/01,Sedan,Toulouse,2,3,5,Toulouse,Sedan
2000/01,St Etienne,Lens,1,1,2,Draw,Draw
2000/01,Strasbourg,Auxerre,1,0,1,Strasbourg,Auxerre
2000/01,Troyes,Nantes,0,1,1,Nantes,Troyes
2000/01,Lens,Troyes,1,1,2,Draw,Draw
2000/01,Auxerre,Rennes,0,1,1,Rennes,Auxerre
2000/01,Bordeaux,Sedan,2,2,4,Draw,Draw
2000/01,Guingamp,Troyes,1,1,2,Draw,Draw
2000/01,Lyon,Strasbourg,5,0,5,Lyon,Strasbourg
2000/01,Marseille,Bastia,2,1,3,Marseille,Bastia
2000/01,Monaco,Lens,0,0,0,Draw,Draw
2000/01,Nantes,St Etienne,1,0,1,Nantes,St Etienne
2000/01,Paris SG,Lille,2,2,4,Draw,Draw
2000/01,Toulouse,Metz,2,1,3,Toulouse,Metz
2000/01,Bastia,Toulouse,5,1,6,Bastia,Toulouse
2000/01,Lens,Nantes,1,4,5,Nantes,Lens
2000/01,Metz,Bordeaux,2,0,2,Metz,Bordeaux
2000/01,Monaco,Lille,1,2,3,Lille,Monaco
2000/01,Rennes,Lyon,3,4,7,Lyon,Rennes
2000/01,Sedan,Auxerre,1,0,1,Sedan,Auxerre
2000/01,St Etienne,Guingamp,2,2,4,Draw,Draw
2000/01,Strasbourg,Paris SG,1,2,3,Paris SG,Strasbourg
2000/01,Troyes,Marseille,1,1,2,Draw,Draw
2001/02,Bordeaux,Nantes,2,0,2,Bordeaux,Nantes
2001/02,Bastia,Sedan,1,1,2,Draw,Draw
2001/02,Lens,Lyon,2,0,2,Lens,Lyon
2001/02,Lorient,Metz,1,0,1,Lorient,Metz
2001/02,Monaco,Sochaux,0,1,1,Sochaux,Monaco
2001/02,Montpellier,Marseille,1,1,2,Draw,Draw
2001/02,Paris SG,Lille,0,0,0,Draw,Draw
2001/02,Rennes,Auxerre,0,5,5,Auxerre,Rennes
2001/02,Troyes,Guingamp,3,0,3,Troyes,Guingamp
2001/02,Marseille,Bordeaux,0,0,0,Draw,Draw
2001/02,Auxerre,Paris SG,1,1,2,Draw,Draw
2001/02,Guingamp,Bastia,1,0,1,Guingamp,Bastia
2001/02,Lille,Lorient,3,1,4,Lille,Lorient
2001/02,Lyon,Sedan,2,0,2,Lyon,Sedan
2001/02,Metz,Troyes,2,1,3,Metz,Troyes
2001/02,Monaco,Montpellier,0,0,0,Draw,Draw
2001/02,Nantes,Lens,1,2,3,Lens,Nantes
2001/02,Sochaux,Rennes,4,3,7,Sochaux,Rennes
2001/02,Bordeaux,Lille,0,0,0,Draw,Draw
2001/02,Lens,Marseille,2,0,2,Lens,Marseille
2001/02,Montpellier,Metz,3,0,3,Montpellier,Metz
2001/02,Paris SG,Sochaux,1,0,1,Paris SG,Sochaux
2001/02,Rennes,Monaco,3,0,3,Rennes,Monaco
2001/02,Sedan,Guingamp,1,1,2,Draw,Draw
2001/02,Troyes,Nantes,0,0,0,Draw,Draw
2001/02,Bastia,Lyon,1,2,3,Lyon,Bastia
2001/02,Lorient,Auxerre,0,1,1,Auxerre,Lorient
2001/02,Lille,Montpellier,2,1,3,Lille,Montpellier
2001/02,Lyon,Guingamp,3,0,3,Lyon,Guingamp
2001/02,Marseille,Troyes,0,1,1,Troyes,Marseille
2001/02,Metz,Lens,0,1,1,Lens,Metz
2001/02,Monaco,Paris SG,2,2,4,Draw,Draw
2001/02,Nantes,Bastia,1,2,3,Bastia,Nantes
2001/02,Rennes,Bordeaux,1,0,1,Rennes,Bordeaux
2001/02,Sochaux,Lorient,2,2,4,Draw,Draw
2001/02,Auxerre,Sedan,2,1,3,Auxerre,Sedan
2001/02,Bastia,Marseille,1,0,1,Bastia,Marseille
2001/02,Bordeaux,Auxerre,1,1,2,Draw,Draw
2001/02,Guingamp,Nantes,1,0,1,Guingamp,Nantes
2001/02,Lorient,Monaco,2,0,2,Lorient,Monaco
2001/02,Montpellier,Sochaux,0,0,0,Draw,Draw
2001/02,Paris SG,Rennes,3,0,3,Paris SG,Rennes
2001/02,Sedan,Metz,2,0,2,Sedan,Metz
2001/02,Troyes,Lyon,0,2,2,Lyon,Troyes
2001/02,Lens,Lille,1,1,2,Draw,Draw
2001/02,Auxerre,Montpellier,1,0,1,Auxerre,Montpellier
2001/02,Lille,Guingamp,1,0,1,Lille,Guingamp
2001/02,Marseille,Lyon,0,0,0,Draw,Draw
2001/02,Metz,Bastia,0,1,1,Bastia,Metz
2001/02,Monaco,Troyes,2,0,2,Monaco,Troyes
2001/02,Nantes,Sedan,1,1,2,Draw,Draw
2001/02,Paris SG,Lens,2,2,4,Draw,Draw
2001/02,Rennes,Lorient,1,1,2,Draw,Draw
2001/02,Sochaux,Bordeaux,2,0,2,Sochaux,Bordeaux
2001/02,Bastia,Auxerre,0,1,1,Auxerre,Bastia
2001/02,Guingamp,Metz,0,2,2,Metz,Guingamp
2001/02,Lens,Sochaux,3,0,3,Lens,Sochaux
2001/02,Lorient,Paris SG,1,1,2,Draw,Draw
2001/02,Lyon,Nantes,4,1,5,Lyon,Nantes
2001/02,Montpellier,Rennes,0,0,0,Draw,Draw
2001/02,Troyes,Lille,0,1,1,Lille,Troyes
2001/02,Bordeaux,Monaco,0,0,0,Draw,Draw
2001/02,Sedan,Marseille,1,1,2,Draw,Draw
2001/02,Paris SG,Montpellier,0,0,0,Draw,Draw
2001/02,Auxerre,Guingamp,2,2,4,Draw,Draw
2001/02,Lille,Bastia,2,1,3,Lille,Bastia
2001/02,Marseille,Nantes,2,0,2,Marseille,Nantes
2001/02,Metz,Lyon,2,0,2,Metz,Lyon
2001/02,Monaco,Lens,3,0,3,Monaco,Lens
2001/02,Rennes,Troyes,0,1,1,Troyes,Rennes
2001/02,Lorient,Bordeaux,0,2,2,Bordeaux,Lorient
2001/02,Sochaux,Sedan,3,0,3,Sochaux,Sedan
2001/02,Bastia,Monaco,1,0,1,Bastia,Monaco
2001/02,Guingamp,Marseille,1,0,1,Guingamp,Marseille
2001/02,Lens,Auxerre,1,1,2,Draw,Draw
2001/02,Lyon,Rennes,4,0,4,Lyon,Rennes
2001/02,Montpellier,Lorient,1,3,4,Lorient,Montpellier
2001/02,Nantes,Metz,0,0,0,Draw,Draw
2001/02,Bordeaux,Paris SG,1,0,1,Bordeaux,Paris SG
2001/02,Sedan,Lille,1,1,2,Draw,Draw
2001/02,Troyes,Sochaux,2,2,4,Draw,Draw
2001/02,Auxerre,Troyes,1,3,4,Troyes,Auxerre
2001/02,Lille,Nantes,1,0,1,Lille,Nantes
2001/02,Lorient,Lens,2,3,5,Lens,Lorient
2001/02,Metz,Marseille,0,2,2,Marseille,Metz
2001/02,Monaco,Sedan,2,0,2,Monaco,Sedan
2001/02,Montpellier,Bordeaux,0,0,0,Draw,Draw
2001/02,Rennes,Guingamp,2,1,3,Rennes,Guingamp
2001/02,Sochaux,Bastia,4,1,5,Sochaux,Bastia
2001/02,Paris SG,Lyon,2,2,4,Draw,Draw
2001/02,Bastia,Rennes,1,2,3,Rennes,Bastia
2001/02,Guingamp,Monaco,2,1,3,Guingamp,Monaco
2001/02,Lens,Montpellier,2,0,2,Lens,Montpellier
2001/02,Lyon,Sochaux,1,1,2,Draw,Draw
2001/02,Marseille,Lille,0,0,0,Draw,Draw
2001/02,Nantes,Auxerre,2,2,4,Draw,Draw
2001/02,Bordeaux,Metz,1,0,1,Bordeaux,Metz
2001/02,Sedan,Paris SG,1,2,3,Paris SG,Sedan
2001/02,Troyes,Lorient,4,2,6,Troyes,Lorient
2001/02,Auxerre,Marseille,2,0,2,Auxerre,Marseille
2001/02,Bordeaux,Sedan,2,1,3,Bordeaux,Sedan
2001/02,Lille,Metz,2,0,2,Lille,Metz
2001/02,Lorient,Guingamp,6,2,8,Lorient,Guingamp
2001/02,Monaco,Lyon,2,1,3,Monaco,Lyon
2001/02,Montpellier,Troyes,2,0,2,Montpellier,Troyes
2001/02,Paris SG,Bastia,1,0,1,Paris SG,Bastia
2001/02,Rennes,Lens,1,2,3,Lens,Rennes
2001/02,Sochaux,Nantes,0,1,1,Nantes,Sochaux
2001/02,Bastia,Lorient,3,1,4,Bastia,Lorient
2001/02,Guingamp,Sochaux,0,0,0,Draw,Draw
2001/02,Marseille,Rennes,2,1,3,Marseille,Rennes
2001/02,Nantes,Monaco,2,1,3,Nantes,Monaco
2001/02,Sedan,Montpellier,2,0,2,Sedan,Montpellier
2001/02,Lens,Bordeaux,0,0,0,Draw,Draw
2001/02,Lyon,Lille,4,2,6,Lyon,Lille
2001/02,Metz,Auxerre,2,0,2,Metz,Auxerre
2001/02,Troyes,Paris SG,1,0,1,Troyes,Paris SG
2001/02,Monaco,Marseille,1,1,2,Draw,Draw
2001/02,Auxerre,Lille,2,1,3,Auxerre,Lille
2001/02,Bordeaux,Troyes,2,3,5,Troyes,Bordeaux
2001/02,Lens,Sedan,1,0,1,Lens,Sedan
2001/02,Lorient,Lyon,0,3,3,Lyon,Lorient
2001/02,Montpellier,Bastia,2,1,3,Montpellier,Bastia
2001/02,Paris SG,Guingamp,1,1,2,Draw,Draw
2001/02,Rennes,Nantes,2,0,2,Rennes,Nantes
2001/02,Sochaux,Metz,2,0,2,Sochaux,Metz
2001/02,Bastia,Bordeaux,1,2,3,Bordeaux,Bastia
2001/02,Guingamp,Montpellier,2,2,4,Draw,Draw
2001/02,Marseille,Sochaux,4,2,6,Marseille,Sochaux
2001/02,Metz,Monaco,1,0,1,Metz,Monaco
2001/02,Sedan,Lorient,5,0,5,Sedan,Lorient
2001/02,Troyes,Lens,1,1,2,Draw,Draw
2001/02,Lille,Rennes,1,0,1,Lille,Rennes
2001/02,Lyon,Auxerre,3,0,3,Lyon,Auxerre
2001/02,Nantes,Paris SG,1,2,3,Paris SG,Nantes
2001/02,Bordeaux,Guingamp,2,0,2,Bordeaux,Guingamp
2001/02,Lens,Bastia,7,0,7,Lens,Bastia
2001/02,Lorient,Nantes,1,2,3,Nantes,Lorient
2001/02,Monaco,Lille,2,2,4,Draw,Draw
2001/02,Montpellier,Lyon,3,0,3,Montpellier,Lyon
2001/02,Rennes,Metz,0,0,0,Draw,Draw
2001/02,Sochaux,Auxerre,1,2,3,Auxerre,Sochaux
2001/02,Troyes,Sedan,1,1,2,Draw,Draw
2001/02,Paris SG,Marseille,0,0,0,Draw,Draw
2001/02,Auxerre,Monaco,2,0,2,Auxerre,Monaco
2001/02,Bastia,Troyes,2,0,2,Bastia,Troyes
2001/02,Guingamp,Lens,1,0,1,Guingamp,Lens
2001/02,Marseille,Lorient,3,2,5,Marseille,Lorient
2001/02,Nantes,Montpellier,1,2,3,Montpellier,Nantes
2001/02,Sedan,Rennes,0,0,0,Draw,Draw
2001/02,Lille,Sochaux,1,2,3,Sochaux,Lille
2001/02,Lyon,Bordeaux,1,0,1,Lyon,Bordeaux
2001/02,Metz,Paris SG,0,2,2,Paris SG,Metz
2001/02,Bordeaux,Marseille,0,0,0,Draw,Draw
2001/02,Lens,Nantes,3,0,3,Lens,Nantes
2001/02,Bastia,Guingamp,3,0,3,Bastia,Guingamp
2001/02,Lorient,Lille,2,4,6,Lille,Lorient
2001/02,Paris SG,Auxerre,0,0,0,Draw,Draw
2001/02,Rennes,Sochaux,1,1,2,Draw,Draw
2001/02,Sedan,Lyon,2,1,3,Sedan,Lyon
2001/02,Marseille,Lens,1,2,3,Lens,Marseille
2001/02,Guingamp,Sedan,1,2,3,Sedan,Guingamp
2001/02,Monaco,Rennes,3,1,4,Monaco,Rennes
2001/02,Nantes,Troyes,1,0,1,Nantes,Troyes
2001/02,Sochaux,Paris SG,0,2,2,Paris SG,Sochaux
2001/02,Bastia,Nantes,0,2,2,Nantes,Bastia
2001/02,Bordeaux,Rennes,2,1,3,Bordeaux,Rennes
2001/02,Guingamp,Lyon,2,4,6,Lyon,Guingamp
2001/02,Lorient,Sochaux,1,1,2,Draw,Draw
2001/02,Montpellier,Lille,2,0,2,Montpellier,Lille
2001/02,Paris SG,Monaco,1,2,3,Monaco,Paris SG
2001/02,Lille,Lens,0,1,1,Lens,Lille
2001/02,Marseille,Bastia,2,2,4,Draw,Draw
2001/02,Monaco,Lorient,1,0,1,Monaco,Lorient
2001/02,Nantes,Guingamp,2,0,2,Nantes,Guingamp
2001/02,Rennes,Paris SG,1,2,3,Paris SG,Rennes
2001/02,Sochaux,Montpellier,0,1,1,Montpellier,Sochaux
2001/02,Auxerre,Lorient,2,2,4,Draw,Draw
2001/02,Lille,Bordeaux,2,2,4,Draw,Draw
2001/02,Lyon,Bastia,0,0,0,Draw,Draw
2001/02,Montpellier,Monaco,1,1,2,Draw,Draw
2001/02,Troyes,Metz,2,0,2,Troyes,Metz
2001/02,Bastia,Metz,1,2,3,Metz,Bastia
2001/02,Bordeaux,Sochaux,0,1,1,Sochaux,Bordeaux
2001/02,Guingamp,Lille,0,0,0,Draw,Draw
2001/02,Lorient,Rennes,2,0,2,Lorient,Rennes
2001/02,Lyon,Marseille,4,0,4,Lyon,Marseille
2001/02,Montpellier,Auxerre,0,0,0,Draw,Draw
2001/02,Sedan,Nantes,0,0,0,Draw,Draw
2001/02,Troyes,Monaco,3,0,3,Troyes,Monaco
2001/02,Lens,Paris SG,1,1,2,Draw,Draw
2001/02,Troyes,Marseille,1,0,1,Troyes,Marseille
2001/02,Nantes,Lyon,3,0,3,Nantes,Lyon
2001/02,Auxerre,Bastia,1,0,1,Auxerre,Bastia
2001/02,Marseille,Sedan,2,1,3,Marseille,Sedan
2001/02,Metz,Guingamp,2,4,6,Guingamp,Metz
2001/02,Monaco,Bordeaux,3,1,4,Monaco,Bordeaux
2001/02,Paris SG,Lorient,5,0,5,Paris SG,Lorient
2001/02,Rennes,Montpellier,2,0,2,Rennes,Montpellier
2001/02,Sochaux,Lens,0,2,2,Lens,Sochaux
2001/02,Bastia,Lille,1,0,1,Bastia,Lille
2001/02,Bordeaux,Lorient,2,1,3,Bordeaux,Lorient
2001/02,Guingamp,Auxerre,0,0,0,Draw,Draw
2001/02,Lens,Monaco,1,0,1,Lens,Monaco
2001/02,Lyon,Metz,4,1,5,Lyon,Metz
2001/02,Montpellier,Paris SG,0,0,0,Draw,Draw
2001/02,Sedan,Sochaux,2,1,3,Sedan,Sochaux
2001/02,Troyes,Rennes,1,1,2,Draw,Draw
2001/02,Nantes,Marseille,3,1,4,Nantes,Marseille
2001/02,Auxerre,Lens,1,0,1,Auxerre,Lens
2001/02,Lille,Sedan,1,1,2,Draw,Draw
2001/02,Lorient,Montpellier,1,0,1,Lorient,Montpellier
2001/02,Marseille,Guingamp,2,1,3,Marseille,Guingamp
2001/02,Metz,Nantes,2,0,2,Metz,Nantes
2001/02,Monaco,Bastia,1,1,2,Draw,Draw
2001/02,Rennes,Lyon,2,2,4,Draw,Draw
2001/02,Sochaux,Troyes,2,2,4,Draw,Draw
2001/02,Paris SG,Bordeaux,1,0,1,Paris SG,Bordeaux
2001/02,Lyon,Troyes,3,1,4,Lyon,Troyes
2001/02,Metz,Montpellier,0,0,0,Draw,Draw
2001/02,Bastia,Sochaux,3,0,3,Bastia,Sochaux
2001/02,Bordeaux,Montpellier,3,1,4,Bordeaux,Montpellier
2001/02,Guingamp,Rennes,1,1,2,Draw,Draw
2001/02,Lens,Lorient,1,1,2,Draw,Draw
2001/02,Nantes,Lille,0,1,1,Lille,Nantes
2001/02,Sedan,Monaco,0,0,0,Draw,Draw
2001/02,Troyes,Auxerre,1,2,3,Auxerre,Troyes
2001/02,Lyon,Paris SG,3,0,3,Lyon,Paris SG
2001/02,Marseille,Metz,1,0,1,Marseille,Metz
2001/02,Auxerre,Nantes,2,1,3,Auxerre,Nantes
2001/02,Lorient,Troyes,1,0,1,Lorient,Troyes
2001/02,Metz,Bordeaux,1,2,3,Bordeaux,Metz
2001/02,Monaco,Guingamp,3,1,4,Monaco,Guingamp
2001/02,Montpellier,Lens,1,2,3,Lens,Montpellier
2001/02,Paris SG,Sedan,3,0,3,Paris SG,Sedan
2001/02,Rennes,Bastia,2,1,3,Rennes,Bastia
2001/02,Lille,Marseille,2,0,2,Lille,Marseille
2001/02,Sochaux,Lyon,2,1,3,Sochaux,Lyon
2001/02,Lens,Metz,2,2,4,Draw,Draw
2001/02,Lille,Troyes,1,0,1,Lille,Troyes
2001/02,Bastia,Paris SG,0,1,1,Paris SG,Bastia
2001/02,Guingamp,Lorient,4,3,7,Guingamp,Lorient
2001/02,Lens,Rennes,2,0,2,Lens,Rennes
2001/02,Lyon,Monaco,1,0,1,Lyon,Monaco
2001/02,Metz,Lille,0,1,1,Lille,Metz
2001/02,Nantes,Sochaux,0,0,0,Draw,Draw
2001/02,Sedan,Bordeaux,1,0,1,Sedan,Bordeaux
2001/02,Troyes,Montpellier,2,0,2,Troyes,Montpellier
2001/02,Auxerre,Bordeaux,0,1,1,Bordeaux,Auxerre
2001/02,Auxerre,Metz,3,2,5,Auxerre,Metz
2001/02,Lille,Lyon,2,0,2,Lille,Lyon
2001/02,Lorient,Bastia,0,0,0,Draw,Draw
2001/02,Monaco,Nantes,1,2,3,Nantes,Monaco
2001/02,Montpellier,Sedan,0,0,0,Draw,Draw
2001/02,Paris SG,Troyes,3,1,4,Paris SG,Troyes
2001/02,Rennes,Marseille,2,1,3,Rennes,Marseille
2001/02,Sochaux,Guingamp,1,0,1,Sochaux,Guingamp
2001/02,Bordeaux,Lens,2,1,3,Bordeaux,Lens
2001/02,Bastia,Montpellier,3,0,3,Bastia,Montpellier
2001/02,Guingamp,Paris SG,0,1,1,Paris SG,Guingamp
2001/02,Lille,Auxerre,2,3,5,Auxerre,Lille
2001/02,Lyon,Lorient,2,0,2,Lyon,Lorient
2001/02,Metz,Sochaux,2,0,2,Metz,Sochaux
2001/02,Nantes,Rennes,3,1,4,Nantes,Rennes
2001/02,Sedan,Lens,1,1,2,Draw,Draw
2001/02,Troyes,Bordeaux,2,0,2,Troyes,Bordeaux
2001/02,Marseille,Monaco,1,1,2,Draw,Draw
2001/02,Marseille,Auxerre,3,0,3,Marseille,Auxerre
2001/02,Bordeaux,Bastia,2,1,3,Bordeaux,Bastia
2001/02,Lens,Troyes,0,0,0,Draw,Draw
2001/02,Lorient,Sedan,1,1,2,Draw,Draw
2001/02,Monaco,Metz,2,2,4,Draw,Draw
